arrival_1,departure_1,socDelta_1,arrival_2,departure_2,socDelta_2,arrival_3,departure_3,socDelta_3,arrival_4,departure_4,socDelta_4,arrival_5,departure_5,socDelta_5,arrival_6,departure_6,socDelta_6,arrival_7,departure_7,socDelta_7,arrival_8,departure_8,socDelta_8,arrival_9,departure_9,socDelta_9,arrival_10,departure_10,socDelta_10,arrival_11,departure_11,socDelta_11,arrival_12,departure_12,socDelta_12,arrival_13,departure_13,socDelta_13,arrival_14,departure_14,socDelta_14,arrival_15,departure_15,socDelta_15,arrival_16,departure_16,socDelta_16,percentInHub,nRoute,maxDelta
0,17999,-51.87939973711,71606,72490,-13.410628498438,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.130787037037,3,-51.87939973711
0,17999,-285.30942017003,71839,74253,-17.488481431499,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.9050925925926,3,-285.30942017003
0,17999,-299.348725096469,57853,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.8726851851852,2,-299.348725096469
0,17999,-51.806678648696,21776,25097,-23.297488652276,27269,28718,-9.521338993141,31347,33207,-22.872828803772,35741,37697,-23.299028729557,40162,41640,-23.319280930229,59202,60278,-22.923760099741,63581,64855,-23.038396539483,67523,69309,-23.305158795103,71414,72855,-23.327975776081,75235,76455,-22.752863632852,78751,80048,-23.260320218409,82229,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.676543095566,13,-51.806678648696
0,20693,-237.710057183371,32275,34153,-5.16111032727599,43863,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.3567667040891,3,-237.710057183371
0,17999,-14.126649377929,67504,69282,-23.004803535697,71495,72894,-23.104862465217,75151,76501,-23.109371970886,78694,80072,-23.054192605707,82279,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.4363425925926,6,-23.109371970886
0,17999,-48.9947261956,21825,25113,-22.993507752661,27498,28693,-24.054655314879,31401,33263,-24.647758676691,35808,37697,-24.768470751148,40205,42356,-23.036174159498,44818,46932,-23.249418199651,50013,51318,-23.301883405013,53795,55851,-23.209563526549,58611,60198,-23.138492292084,63438,64799,-23.37739838493,67806,69298,-23.3199159611323,71463,72893,-23.1663946279285,75289,76500,-22.8123349182335,78718,80048,-23.210555041918,82313,86400,0,53.6539351851852,16,-48.9947261956
0,17999,-1.962701797639,40630,42359,-23.016976985863,44735,47096,-23.1160787224,49598,51556,-23.322931272864,54220,55870,-23.360973436221,58892,60344,-23.122290982553,63875,64883,-23.101430667381,67861,69423,-23.036215271651,71899,72964,-22.878737239133,75306,76548,-23.367030105416,78883,80168,-23.223312628136,82787,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.7361111111111,12,-23.367030105416
0,37694,-22.882903227482,40192,42472,-23.280373788265,45421,47101,-23.252502257803,49923,51287,-23.261296699292,53680,56064,-22.832505877003,58610,60262,-22.895102082636,63284,64776,-23.271224746992,67689,69344,-22.96356669221,71610,72893,-23.195953557934,75076,76507,-22.788069574971,78746,80051,-23.11659252713,82258,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.5486111111111,12,-23.280373788265
0,17999,-49.555238755811,21762,25107,-22.870276166921,27312,28696,-23.278540352204,31492,33192,-23.016199241849,35822,37704,-23.139795060117,40204,42426,-22.860142470126,44986,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.3046261038645,7,-49.555238755811
0,36985,-52.090201554697,43010,44194,-51.2137052664179,50261,51445,-51.868645026215,57438,58580,-51.986965786721,64995,65765,-52.0585704791,72149,72932,-52.176262631008,79329,80728,-5.69711182235301,82008,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.369212962963,8,-52.176262631008
0,17999,-17.03442038962,59772,61233,-23.908521515233,63955,65848,-23.555678815372,68271,69333,-14.433094418434,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.2337962962963,5,-23.908521515233
0,17999,-54.943653441003,72753,73627,-13.765025572929,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.1388888888889,3,-54.943653441003
0,17999,-49.757459929938,21751,25095,-22.874802689383,27396,28675,-23.06396617626,31220,33207,-23.285210130626,35624,37676,-22.898680099883,40231,42419,-23.05068402947,45158,46962,-8.15536163667798,48036,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.880787037037,8,-49.757459929938
0,17999,-46.114993985427,69970,72676,-92.010238890473,81253,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.9212962962963,3,-92.010238890473
0,17999,-49.879436000748,21786,25112,-22.929560120644,27345,28708,-23.078118392566,31396,33215,-23.313909418345,35723,37715,-23.300011369187,40264,42238,-23.153377211063,44941,46816,-1.164533202917,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.2935266952929,8,-49.879436000748
0,58114,-311.711351719244,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.4293981481482,2,-311.711351719244
0,17999,-272.197534642937,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8090277777778,2,-272.197534642937
0,22462,-146.376024091043,47375,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.1658429879284,2,-146.376024091043
0,17999,-132.770786564267,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,2,-132.770786564267
0,17999,-3.486508885028,37026,39175,-26.987886033818,41752,42439,-33.303943087291,45971,46661,-27.166321752922,48857,50493,-26.972265321791,53247,54969,-33.456257086643,58814,60307,-26.997196025923,63053,64873,-27.01162747209,67781,69356,-33.612586018153,72735,74735,-26.772538448211,77273,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.8645833333333,11,-33.612586018153
0,17999,-113.486140362811,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,2,-113.486140362811
0,57615,-341.463669659536,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.8518518518518,2,-341.463669659536
0,17999,-16.674074204404,67543,69299,-23.304843993229,71425,72917,-22.807133789298,75061,76429,-22.953056576637,78755,80070,-23.285385250726,82215,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5405092592593,6,-23.304843993229
0,17999,-60.42101775694,69744,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.5226791356582,2,-60.42101775694
0,22333,-241.891926677563,54093,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.2411661902061,2,-241.891926677563
0,17999,-228.134015217691,64687,66839,-5.193582516524,69426,71535,-14.515167687304,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.931712962963,4,-228.134015217691
0,26653,-355.476550199556,70742,74148,-4.85854781090539,74917,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.0816194257011,3,-355.476550199556
0,17999,-347.821725447622,76999,77823,-27.9088789863288,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.0775462962963,3,-347.821725447622
0,21480,-228.661989017475,74068,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.5805604101804,2,-228.661989017475
0,17999,-247.327542529734,48037,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.234198678256,2,-247.327542529734
0,17999,-41.977217141825,70037,71605,-10.190191005106,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9513888888889,3,-41.977217141825
0,22548,-209.145062160671,46815,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.91351951945,2,-209.145062160671
0,55432,-183.341979948905,69838,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.6493055555556,2,-183.341979948905
0,42343,-76.255423207093,49706,51109,-76.36117418195,60484,61812,-76.857986303016,69589,70769,-76.453611923531,78236,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.2037037037037,5,-76.857986303016
0,70679,-23.434658167937,71293,76706,-41.35507419338,77925,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.9699074074074,3,-41.35507419338
0,22489,-214.391072732821,47385,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.1855186861263,2,-214.391072732821
0,57304,-245.121384783628,75842,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.8993055555556,2,-245.121384783628
0,17999,-43.779157558342,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,2,-43.779157558342
0,17999,-90.889957177064,67583,68814,-76.669077806951,76466,80661,-2.41085212302301,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.7731481481481,4,-90.889957177064
0,17999,-12.0075145810411,19177,20759,-22.744338982791,22590,24457,-22.940719863968,26804,27834,-22.851177231232,30437,32357,-22.637288222329,35104,36907,-22.958459809104,39528,41327,-22.810374568581,43567,46058,-23.042729688596,48462,50585,-22.751013698075,53278,54982,-22.716103036543,57830,59523,-23.06132223627,62358,64060,-23.35063357462,66750,68538,-29.163959100652,73156,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,61.5601851851852,14,-29.163959100652
0,21947,-215.724031130075,71047,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.6145833333333,2,-215.724031130075
0,17999,-32.52195741721,28452,55625,-251.553229790019,75309,80904,-18.757683914379,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.9965277777778,4,-251.553229790019
0,17999,-282.420557297202,68650,71014,-16.407624862964,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.8460648148148,3,-282.420557297202
0,17999,-56.484493783033,42878,49236,-246.19584714803,68862,70065,-51.1906287753694,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.9351851851852,4,-246.19584714803
0,17999,-136.360801410833,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.6064814814815,2,-136.360801410833
0,47189,-316.482454684064,80070,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.943287037037,2,-316.482454684064
0,17999,-76.129878189041,43120,45547,-92.08792504332,53824,56280,-92.043594309751,65183,66950,-94.4568213375914,72916,73601,-17.7168407410156,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.6122685185185,6,-94.4568213375914
0,22777,-76.499955416728,31376,33378,-73.829088041643,40500,42241,-46.756464792176,47004,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.2919410654969,4,-76.499955416728
0,17999,-252.713792492185,72034,73051,-13.189471275903,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.3090277777778,3,-252.713792492185
0,36953,-24.910628677844,39850,41444,-24.545796335556,43889,46060,-24.982761096785,48729,50609,-24.620075136701,53670,55021,-24.700188397682,58103,59650,-24.130835306611,62489,64097,-24.536886544071,66810,68559,-24.555938402019,70746,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.6608796296296,9,-24.982761096785
0,21814,-305.928112590059,68319,71241,-5.06275269786201,72247,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.0110531128112,3,-305.928112590059
0,25356,-24.899925362859,28096,28967,-24.72065930313,31738,33450,-24.298842567799,35975,37917,-24.107900867702,40371,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.8589368178609,5,-24.899925362859
0,17999,-123.302147507065,71704,73193,-2.47676831239301,76572,79283,-11.45325628839,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.03125,4,-123.302147507065
0,18795,-23.354187351439,20957,22412,-22.968792893006,24635,26050,-23.363476145638,28838,30508,-23.399563443806,33295,34998,-22.773194741184,37418,39506,-22.725186176754,41870,44297,-22.574252134714,46972,48635,-22.782321445271,51385,53160,-23.123038004392,55773,57688,-23.087766399908,60779,62223,-23.162836611213,64934,66660,-23.402260833483,69110,70575,-3.73941575596,71477,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,63.037037037037,14,-23.402260833483
0,17999,-304.492636880326,75914,76773,-0.680750662029013,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.994212962963,3,-304.492636880326
0,17999,-56.596102413412,22350,24302,-64.553985165354,28432,55172,-191.463508464299,70141,72859,-5.228338345637,73701,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.8845846691589,5,-191.463508464299
0,17999,-0.18136780614401,26567,27832,-23.054164674453,30640,32420,-23.221355646696,35066,36956,-23.156907500921,39481,41351,-23.195562335702,43814,46083,-23.181734226821,48457,50525,-23.329209728091,53437,55054,-22.646937251046,57608,59567,-23.130155984815,62332,64084,-23.341817092882,66941,68514,-23.337435656006,70834,72933,-6.402828032358,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.4293981481482,13,-23.341817092882
0,17999,-87.59410080288,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,2,-87.59410080288
0,17999,-17.584936001252,33272,35009,-23.149149259906,37764,39499,-23.282096818866,41867,44373,-23.361406758563,46667,48738,-23.233381337965,51258,57759,-23.443780462954,60777,62269,-23.353308094535,65367,66736,-23.233120142292,69126,71824,-12.282311173192,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.4010601729147,10,-23.443780462954
0,17999,-231.958622306788,66119,67080,-10.887849778662,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.3368055555556,3,-231.958622306788
0,17999,-209.669120016696,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,2,-209.669120016696
0,17999,0,82799,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0008680455087,2,0
0,17999,-19.113978127991,41890,44195,-23.144450379207,46796,48659,-23.103913428328,51975,53203,-23.016682302195,55748,57690,-23.229412448903,60769,62616,-23.025181322165,65207,66667,-23.330654495605,69290,75774,-4.76025575977599,77069,86400,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.4571759259259,9,-23.330654495605
